,article_id,article_title,article_writer_nickname,article_writer_key,article_view,article_like,article_comment,article_datetime
16,964066220,i5 4460 + 1050ti + 8g + SSD 250G +HDD 500G 본체 팝니다.,솜사탕총알,-nZ9x_CBXhcqMZpCc7N-wA,7,0,0,2023-01-02 11:17:37
17,964065655,LG전자 2021 그램16 16ZD90P-GX5TK (i5/16GB),베이직스,Qi3TW6xdpJqmJLCFDRYTMw,1,0,0,2023-01-02 11:15:12
18,964065610,Acer Aspire5 14인치 노트북 Intel 11세대 i5-1135G7 20GB램 256GB SSD 윈11홈,16A250V,9bfll8oVIEw6uU9vV5YHOg,12,0,0,2023-01-02 11:15:01
19,964065455,"LG 울트라기어 노트북(15UD70P-PX50K) i5-1135G7,외장그래픽,16G램,256G,윈도우10프로,가방)",LuckyDay365,XXseNAfVd9LfwAquMVFRjg,7,0,0,2023-01-02 11:14:19
20,964065439,델 인스피론 라이젠5 4세대 노트북 i5 11세대보다 상위 고사양,meanyou21,x0QkkijR-Mf2aUwmsUyzKQ,6,0,0,2023-01-02 11:14:15
21,964065405,레노버 lenovo thinkpad 씽크패드 x1 carbon 카본 6세대 I5 8세대,코코일링,XNsRHRh9JnFL_Y4VD9BzjQ,9,0,0,2023-01-02 11:14:06
22,964065353,i5 4690 GTX750 개인 데스크탑 컴퓨터 본체 팝니다,슈바이55,WeGO6JsZ3WkMBLYdAL9IZg,6,0,0,2023-01-02 11:13:54
23,964065205,i5 7500 1050ti 컴퓨터 본체 데스크탑 팝니다,별이된 엔류,uPaU_huw9GZJkZb4hZTJHg,9,0,0,2023-01-02 11:13:14
24,964065176,"i5 2500, 8g램(ddr 4g+4g) 3만원",darkangel77,1xDGm7MeCZ0WaTaxHXzz8w,10,0,0,2023-01-02 11:13:08
25,964065094,"2019 아이맥 고급형 + 트랙패드 (27인치, i5, 24GB, 2TB, 라데온580X) - 170만원",stevepsh,Y3YWa4_ujM-xKQUiDo5vtw,6,0,0,2023-01-02 11:12:48
26,964065079,[판매]3 삼성노트북 ATIV i5 고클럭/성능/속도굿/큰화면,노트북플라자,5245CmaHf77l_WE5nkzl6g,6,0,0,2023-01-02 11:12:43
27,964064957,i5 9400f + b360m + 바다쿨러 세트 판매합니다,스트라이크 프리덤ㅎ,nJozBpZAfzNC0EM6XE4cnQ,42,0,0,2023-01-02 11:12:08
28,964064779,[판매] 핫딜 !! i5-10세대 i5 신품급 중고본체!!,사천썬컴퓨터,TQ-eG5qwGoJjpc0mNiFWww,3,0,0,2023-01-02 11:11:20
29,964064550,[판매] 사무용으로 쌩쌩한 i5 고급 사무용 데스크탑 세일합니다 !,FoxCom,_98VKD-qg6j44VQzPP8m-g,3,0,0,2023-01-02 11:10:20
