,menu_name,menu_type,menu_id,is_menu_updated
55,VR챗 맵 제작소,B,377,True
56,VR챗 영상촬영 아카데미,B,491,False
57,👃🏼왁 굳 이 야 기👃🏼 ,B,138,True
58,아 오늘 방송 못봤는데,B,428,True
59,시참 성공 후기,B,40,True
60,팬영상 &amp; 왁컬로이두,B,57,True
61,우왁굳 핫클립,B,66,True
62,우왁굳 웹툰 게시판,B,58,True
63,우왁굳 팬아트,B,59,True
64,편 집 왕,B,420,False
65,"표   지   왕 (본,왁타,계륵)",B,67,True
66,표 지 왕  (업로드 후보),B,580,False
67,표 지 왕 (돚거),B,624,True
68,쇼 츠  왕,B,544,True
69,쇼츠각 노가리각 잡기,B,525,False
70,업로드각 컨텐츠 선사,B,524,False
71,&#39;왕&#39; 의 정산소,B,581,False
72,BEST 유머 정보 게시판,B,415,False
73,"🤣 유머,정보 게시판",B,122,True
74,💩 자유게시판,B,1,True
75,❓ 질문답변게시판,B,25,True
76,제발 내 인생에 훈수하세요,B,127,True
77,스포츠 게시판,B,579,True
78,패션 게시판,B,132,True
79,자동차 게시판,B,124,True
80,음악 게시판,B,433,True
81,리뷰게시판,B,84,True
82,주식 공부 게시판,B,261,True
83,충신들의 아이디어,B,50,True
84,충신들의 게임추천,B,4,True
85,충신들의 후원,B,60,True
86,└ 후원 받았다! 인증게시판,B,129,True
87,└ 느그자 게시판,B,130,True
88,충신들의 고자질,M,3,True
89, 닭둘기 이상 주소공개,B,324,False
90,마크 컨텐츠 신청소,B,308,False
91,마크 상품 신청소,B,285,True
92,BGM 효과음 음악 소스,B,159,False
93,시청자 사진단,B,160,True
94,스토리작가,B,157,False
95,"그래픽,일러스트,그림 관련",B,156,False
96,랜스대 OP+매드무비,B,76,False
97,시그니처 임시 모집,B,78,False
98,네이버 왁모티콘 공모전,B,81,False
99,착용인증&amp;성지순례인증,B,92,False
100,FILAx왁 공모전 ,B,80,False
101,Alzar Takkarsen 공모전,B,95,False
102,우왁굳 x PUBG 총기스킨 공모전,B,94,False
103,우왁굳 슈퍼 리뉴얼,B,97,False
104,나만의 패션 인증 이벤트,B,98,False
105,피부이식백의 부활,B,101,False
106,커스터마이징 신청,B,102,False
107,TPL 뉴스,B,105,False
108,TPL 분석게시판,B,107,False
109,왁굳FC를 응원해요,B,106,False
110,정식썸네일TEAM,B,45,False
111,제 1회 미션놀이 - 나만 가지고 있는 물건,B,114,False
112,제 2회 미션놀이 - 나만 할 수 있는 것,B,116,False
113,제 3회 미션놀이 - 나만 찍을 수 있는 것,B,118,False
114,"상품, 상금 수령소",B,54,False
115,FramesWinGames (MSI+Nvidia),B,117,False
116,5대왁굳 리뉴얼 공모전,B,112,False
117,OGQ 우왁끼 왁모티콘,B,119,False
118,어느도적집단,B,120,False
119,청자들의 일상,B,65,False
120,정식영상편집 TEAM,B,85,False
121,저 이거 편집해요,B,89,False
122,제 1회 사진대회 게시판,B,125,False
123,제 1회 왁파라치 사진대회,B,128,False
124,3회 배그 커플대항전 신청소,B,126,False
125,&hearts;제 4회 커플대항전 신청소,B,131,False
126,제 5회 배그 커플대항전,B,139,False
127,스트리머 부문,B,134,False
128,유투브 크리에이터 부문,B,135,False
129,삼성 갤라쇼 S20 이벤트,B,145,False
130,제 2회 갤라쇼 S20,B,147,False
131,제 3회 갤라쇼 S20 이벤트 참가,B,150,False
132,배그 : 인간가방 참가신청,B,149,False
133,고멤 지원 게시판,B,162,False
134,아이오싸커 게시판,B,163,False
135,F1 2020 리그 신청 게시판,B,164,False
136,왁카데미 게시판,B,140,False
137,왁카데미 팬아트 게시판,B,151,False
138,갤라쇼 노트20 이벤트 참가,B,171,False
139,갤라쇼 노트20 2회방송 참가,B,172,False
140,왁파트 청약 신청 (가점제),B,167,False
141,왁파트 분양 신청 (추첨제),B,168,False
142,왁파트 분양 신청 (구걸제),B,169,False
143,갤럭시 팬파티 이벤트 참가,B,179,False
144,시타델 청약 신청 (가점제),B,175,False
145,시타델 청약 신청 (하트제),B,177,False
146,시타델 청약 신청 (추첨제),B,176,False
147,인터뷰 질문 (추천높으면물어봄),B,173,False
148,카페명 변경 게시판,B,182,True
149,VR챗 모솔특집 지원,B,188,False
150,모솔특집 3 신청소,B,190,False
151,VR챗 좋은 목소리 컨테스트,B,191,False
152,항마력 대사 ,B,193,False
153,남녀 달달 대본,B,194,False
154,참가 신청 (풀트래커),B,195,False
155,조교 신청 (VR없어도 됨),B,196,False
156,우왁굳 풀 리뉴얼 공모전,B,183,False
157,스탭 지원 게시판,B,184,False
158,우승자 예측 이벤트,B,203,False
159,피파21 잔디유니버스 선수 신청소,B,205,False
160,고멤이야기,B,186,False
161,고멤 팬아트,B,187,False
162,3경기 승리팀 예측 이벤트,B,220,False
163,2경기 승리팀 예측 이벤트,B,219,False
164,1경기 승리팀 예측 이벤트,B,210,False
165,■ 신인 드래프트 선수 지망생,B,224,False
166,■ WPL 공식 정보 및 공지,B,208,False
167,선수단 목록 (감독전용),B,223,False
168,선발 라인업 (감독전용),B,213,False
169,승률 예측소,B,222,False
170,오늘의 인터뷰 기자 신청,B,221,False
171,오늘의 MOM은?,B,214,False
172,리그 기록실,B,215,False
173,■ WPL 뉴스,B,206,False
174,■ 서포터즈 게시판,B,217,False
175,팀 락커룸,B,207,False
176,WPL 리그 우승팀 예측 이벤트,B,227,False
177,우왁굳의 패션평가,B,232,False
178,WPL 올스타 참가 신청,B,230,False
179,보여줘 왁즈,B,245,False
180,▣연공전 지각 게시판,B,240,False
181,연말공모전 팬아트,B,236,False
182,연말공모전 사진 게시글,B,237,False
183,연말공모전 웹툰,B,238,False
184,연말공모전 음악 (only음악),B,239,False
185,연말공모전 음악 (with영상),B,241,False
186,연말공모전 만들기 (영상),B,242,False
187,연말공모전 편집영상 (종합),B,243,False
188,연말공모전 게임 (공지필독),B,244,False
189,진호 감독님의 게시판,B,229,False
190,영상툰 사연 신청,B,251,False
191,축구게시판,B,212,False
192,★ 오늘방송내용 ★,B,77,False
193,충신들의 번역,B,142,False
194,왁튜브 번역사전,B,144,False
195,왁케아 입점 콘테스트,B,197,False
196,왁파트 조경팀 2 선발게시판,B,201,False
197,마크 대도시 프로젝트,B,115,False
198,참가 신청 게시판,B,49,False
199,삼성 갤라쇼 S21 이벤트,B,254,False
200,갤럭시S21 뮤직stage 이벤트,B,259,False
201,갤럭시 S21 필름 스테이지,B,260,False
202,나만 가지고 있는 물건,B,268,False
203,발로 긴급 3~5인큐,B,265,False
204,왁 물 원,B,264,False
205,인터뷰 컨텐츠,B,262,False
206,벤츠 vs 비엠 vs 아우디 vs 현대,B,270,False
207,VR챗 상황극,B,266,False
208,발헤임 노예 모집,B,269,False
209,영상툰 인트로 아웃트로 ,B,267,False
210,"그림,스토리콘티,성우,채색 지원",B,250,False
211,왁파트 긴급 경매,B,247,False
212,노가리 촉매제,B,231,False
213,캠방 컨텐츠 추천,B,228,False
214,음식 신제품 알리미,B,253,False
215,VR챗 즉석변신맨 참가신청,B,278,False
216,1대100 여자 신청소,B,281,False
217,1대100 남자 신청소,B,282,False
218,VR챗 우수동물 선발대회,B,283,False
219,우리집 뷰 콘테스트,B,287,False
220,갤럭시북 갤라쇼 참가,B,289,False
221,왁타버스 고정멤버 신청,B,275,False
222,남성 참가자 신청소,B,291,False
223,여성 참가자 신청소,B,292,False
224,충신들의 가리킹 도전,B,123,False
225,왕국 지키기 신청,B,311,False
226,발로란트 고정멤버 신청소,B,302,False
227,미토피아 게시판,B,294,False
228,"작곡가, 춤선생님 지원 종료",B,313,False
229,참가팀 신청 ,B,320,False
230,방물관 참가 신청소,B,334,False
231,갈틱폰 영화의 날,B,336,False
232,이벤트 참가 게시판,B,343,False
233,4차 오디션 유튜브 영상,B,341,False
234,4차오디션 기타노래 영상,B,340,False
235,4차오디션 자기소개 영상,B,337,False
236,4차오디션 이세돌 1절 믹싱,B,335,False
237,데모송 작곡,B,315,False
238,사이버 아이돌 지원 신청소,B,314,False
239,OGQ 이모티콘 시즌2,B,332,False
240,벌칙 게시판,B,352,False
241,고멤시즌2 오디션 참가신청,B,351,False
242,오디션 참가자 실시간 소통,B,356,False
243,이세돌 프로필 내용,B,355,False
244,영화 투표,B,271,False
245,개발과정 + 필요한 소스,B,158,False
246,gartic phone 참가 게시판,B,321,False
247,왁핑몰 추가 분양,B,360,False
248,VR챗 아바타 콘테스트,B,364,False
249,VR챗 대규모 변신맨,B,363,False
250,VR챗 변신맨 : 팀 신청소,B,372,False
251,"팀, 팀원 구하기",B,373,False
252,이세돌 뮤비 엑스트라 신청,B,370,False
253,왁핑몰 용병 건축가 모집,B,371,False
254,왁셔널 지오그래픽,B,376,False
255,월드컵 게시판,B,328,False
256,이세돌 뮤비 맵 추천,B,368,False
257,이세돌 데뷔곡 앨범커버,B,384,False
258,프로싸커 자유게시판,B,388,False
259,프로싸커 선수등록,B,387,False
260,프로싸커 팀 창설,B,386,False
261,왁사대 자료 게시판,B,390,False
262,VR챗 상황극 콘테스트,B,382,False
263,이세돌 팀명 항시 공모,B,354,False
264,♬ 춤 선 생 님 게 시 판,B,325,False
265,팬미팅 신청 게시판,B,392,False
266,우왁굳 부문,B,401,False
267,왁타버스 부문 (고멤이세돌),B,400,False
268,왁굳향 첨가 부문 (예열),B,399,False
269,2021 연공전 지각게시판,B,403,False
270,■ 왁굳의 일상 ■,B,62,False
271,비챤 만들기,B,418,False
272,남자 참가 신청,B,424,False
273,여자 참가 신청,B,425,False
274,외국인 시청자를 찾아서,B,427,False
275,팬치들의 일상,B,154,False
276,주르르 헤어 만들기,B,422,False
277,남자 참가 신청 (50명),B,431,False
278,여자 참가 신청 (5명),B,430,False
279,쇼츠 영상 생성소,B,318,False
280,&#39;겨울봄&#39; 앨범커버 만들기,B,452,False
281,고멤 시즌3 오디션 신청,B,450,False
282,기자 신청 게시판,B,456,False
283,고멤 팬미팅 신청하기,B,458,False
284,버터뷰 3화 신청소,B,473,False
285,3분영웅시 3:33,B,465,False
286,겨울봄┃MELON 신곡 나눔,B,396,False
287,스밍 주의할 점 공유,B,463,False
288,나는 네임드다,B,460,False
289,팀 감독 신청 게시판,B,461,False
290,(완) 왁빌딩 팬치 신청소,B,297,False
291,(완) 왁빌딩 입점 신청소,B,296,False
292,(완) 점포 지명식 게시판,B,306,False
293,왁핑몰 점포 분양 신청소,B,309,False
294,왁핑몰 사장님들 찾습니다,B,369,False
295,배치고사 접수 센터,B,469,False
296,중간계 생각 있으신 분?,B,408,False
297,겨울봄┃스밍 인증,B,466,False
298,우왁굳 도네(구독) 이펙트,B,441,False
299,기자 신청소,B,477,False
300,트위치 왁모티콘,B,471,False
301,패션 평가 컨텐츠,B,481,False
302,트순이 질문,B,482,False
303,나도 작사가,B,479,False
304,왁물원 메인배너 공모전,B,486,False
305,의자이벤트 (종료),B,475,False
306,블랙박스 제출소,B,495,False
307,억지로 노가리,B,497,False
308,저가 코스프레 콘테스트,B,496,False
309,뉴세구 의상 공모전,B,509,False
310,참여팀 등록 (빨리해주세요),B,484,False
311,춤추기,B,529,False
312,굴리점퍼 게시판,B,522,False
313,고멤가요제 인터뷰 지원,B,534,False
314,여자 참가 신청,B,537,False
315,남자 참가 신청,B,536,False
316,남자 참가 신청소,B,539,False
317,여자 참가 신청소,B,540,False
318,고멤가요제 참가신청,B,518,False
319,배치고사(승급전) 신청,B,546,False
320,림보 중간계 신청소,B,555,False
321,나만 가지고 있는 물건 콘테스트,B,559,False
322,EX퍼니처 X 왁물원 2차 의자 콘테스트,B,550,False
323,고멤 칭찬하기,B,542,False
324,고멤티콘 공모전,B,519,False
325,고지전 참가 신청소,B,561,False
326,왁튜브 아웃트로 공모전,B,563,True
327,내 방 자랑하기,B,571,False
328,왁부족 되기,B,577,False
329,제발 오구 게임에 훈수하세요,B,575,False
330,게이밍킹 5시 8분,B,565,False
331,노가리 편집에 넣어주세요,B,304,False
332,강의 예고 게시판,B,442,False
333,VR챗 맵 제작 아카데미,B,406,False
334,버터뷰 신청,B,585,False
335,우리 새끼 신청,B,587,False
336,뉴이네 의상 투고하기,B,557,False
337,건축가 + 퀴즈 맞히는자 ,B,593,False
338,메인그림작가 지원,B,567,False
339,글/스토리작가 지원,B,569,False
340,그림콘티작가 지원,B,568,False
341,우왁굳 구독 뱃지 공모전,B,583,False
342,초대가수 or 초대팡머 신청,B,591,True
343,후기 방송 홍보,B,596,False
344,고멤 시즌4 오디션 접수,B,589,False
345,사전어필 자유면접 신청,B,594,False
346,부족원 등록,B,573,False
347,10월 상콘 팀장 접수,B,527,False
348,레시피 비율 연구소,B,612,False
349,아르마3 랜덤고지전 명장면,B,602,False
350,투표 어필소,B,619,False
351,시상식 후보 추천하기,B,608,False
352,OGQ 고멤티콘 공모전,B,600,False
353,이세돌 팬덤명 정하기,B,618,False
354,추가 작업자 신청,B,616,False
355,5차 고멤 오디션 지원,B,598,False
356,중간계 발로란트 신청,B,632,False
357,1대 돚카게 구합니다,B,621,False
358,AMD가 VR 쏜다 참여,B,628,False
359,"라벨,행택 디자인",B,493,False
360,우왁굳 티셔츠 디자인,B,512,False
361,굿즈 구매 추첨소,B,636,False
362,밸런스 문제,B,643,False
363,중간계 참가신청,B,645,False
364,고멤마을 상점 분양,B,623,False
365,왁타버스 게임 신청,B,375,False
366,스텝게시판,B,42,False
